ncbi,uniprot,protein.protein_id,protein.name,domain,domains.domains_id,length,genus,gene,gene_begin,gene_end,cluster,species,superkingdom,kingdom,phylum,score,nbdomain
WP_041347796,A0A0A2HLJ6,9793,Carbohydrate-binding protein,PropLec7A_PLL,655,338,Clostridium,NZ_CP069280.1,3784577,3785593,B1L232,Clostridium botulinum,Bacteria,None,Firmicutes,0.608,6
XP_016594156,A0A0A2J704,29030,Fucose-specific lectin,PropLec6A_RSL_AAL,656,143,Penicillium,NW_015971462.1,20502,21056,A0A0A2J704,Penicillium expansum,Eukaryota,Fungi,Ascomycota,0.205,3
WP_052115036,A0A0A2USZ8,30706,Sialidase,PropLec7A_PLL,659,351,Pontibacillus,NZ_AVBG01000008.1,120225,121280,A0A0A2USZ8,Pontibacillus chungwhensis BH362,Bacteria,None,Firmicutes,0.449,6
WP_036200835,A0A0A3HVY3,18931,Sialidase,PropLec7A_PLL,660,417,Lysinibacillus,NZ_JPVO01000051.1,98944,100197,A0A0A3HVY3,Lysinibacillus sinduriensis BLB1  JCM 158,Bacteria,None,Firmicutes,0.586,6
KGR79790,A0A0A3I8K9,18928,Sialidase,PropLec7A_PLL,661,410,Lysinibacillus,JPVN01000004.1,102059,103291,A0A0A3I8K9,Lysinibacillus manganicus DSM 26584,Bacteria,None,Firmicutes,0.531,6
KGR91923,A0A0A3J9S0,18930,Sialidase,PropLec7A_PLL,662,432,Lysinibacillus,JPVQ01000003.1,90944,92242,A0A0A3J9S0,Lysinibacillus massiliensis 44831  CIP 18448  CCUG 49529,Bacteria,None,Firmicutes,0.565,6
WP_035929105,A0A0A6VNJ4,16527,Uncharacterized protein,PropLec7B_PVL,677,404,Kocuria,NZ_JSUH01000014.1,32408,33622,A0A0W8IQH1,Kocuria polaris,Bacteria,None,Actinobacteria,0.582,7
WP_035923379,A0A0A6VWH9,16525,Uncharacterized protein,PropLec7B_PVL,678,411,Kocuria,NZ_JSUH01000001.1,178423,179658,Q52UU0,Kocuria polaris,Bacteria,None,Actinobacteria,0.539,7
,A0A0A7LSM1,15244,Uncharacterized protein,PropLec7B_PVL,698,423,Hymenobacter,,0,0,,Hymenobacter sp DG25B,Bacteria,None,Bacteroidetes,0.286,6
,A0A0A8EF29,48768,Ricin B-type lectin domain-containing protein,PropLec7B_PVL,702,628,Streptomyces,,0,0,A0A0D4E236,Streptomyces sp 769,Bacteria,None,Actinobacteria,0.621,7
,A0A0A8EXK8,48761,LmbE family protein,PropLec7A_PLL,705,671,Streptomyces,,0,0,A0A1B2GYN2,Streptomyces sp 769,Bacteria,None,Actinobacteria,0.276,3
BAP91283,A0A0A8ICB3,454,N-acetyl-D-galactosamine binding lectin,PropLec5A_tachy,707,266,Acropora,AB972924.1,1,801,A0A0A8ICB3,Acropora tenuis,Eukaryota,Metazoa,Cnidaria,0.654,5
,A0A0A8JIG9,5646,Sialidase,PropLec7A_PLL,708,402,Bacillus,,0,0,A0A0A8JIG9,Bacillus sp strain OxB1,Bacteria,None,Firmicutes,0.517,6
,A0A0B0QRL0,4540,Uncharacterized protein,PropLec7B_PVL,713,842,Aphanizomenon,,0,0,A0A0B0QRL0,Aphanizomenon flosaquae 212KM1D3,Bacteria,None,Cyanobacteria,0.374,2
KHN94481,A0A0B2WF14,19682,Carbohydrate-binding protein,PropLec7A_PLL,717,350,Metarhizium,AZHE01000034.1,148582,149704,E9DZC1,Metarhizium album strain ARSEF 1941,Eukaryota,Fungi,Ascomycota,0.414,6
KHN96008,A0A0B2WPR4,19681,Carbohydrate-binding protein,PropLec7A_PLL,718,357,Metarhizium,AZHE01000018.1,172781,173919,A0A0B2WPR4,Metarhizium album strain ARSEF 1941,Eukaryota,Fungi,Ascomycota,0.449,6
,A0A0B2X0E4,19683,Uncharacterized protein,PropLec6A_RSL_AAL,719,556,Metarhizium,,0,0,A0A0B2X0E4,Metarhizium album strain ARSEF 1941,Eukaryota,Fungi,Ascomycota,0.199,5
KFG77736,A0A0B4F9Q0,19688,Fucose-specific lectin (Fragment),PropLec6A_RSL_AAL,720,303,Metarhizium,JNNZ01000247.1,3198,4472,A0A0B4HX09,Metarhizium anisopliae strain ARSEF 549,Eukaryota,Fungi,Ascomycota,0.441,6
XP_014544223,A0A0B4FXN2,19695,Carbohydrate-binding protein (Fragment),PropLec7A_PLL,721,619,Metarhizium,NW_014574711.1,270975,272911,A0A0B4FXN2,Metarhizium brunneum strain ARSEF 3297,Eukaryota,Fungi,Ascomycota,0.249,5
XP_014542124,A0A0B4G4T1,19696,Carbohydrate-binding protein (Fragment),PropLec7A_PLL,722,350,Metarhizium,NW_014574704.1,527077,528193,A0A0B4HIA3,Metarhizium brunneum strain ARSEF 3297,Eukaryota,Fungi,Ascomycota,0.423,6
XP_014540093,A0A0B4G5E1,19694,Fucose-specific lectin (Fragment),PropLec6A_RSL_AAL,723,303,Metarhizium,NW_014574691.1,200849,202124,A0A0B4HX09,Metarhizium brunneum strain ARSEF 3297,Eukaryota,Fungi,Ascomycota,0.447,6
KID82560,A0A0B4G7E3,19699,Carbohydrate-binding protein,PropLec7A_PLL,724,386,Metarhizium,AZNH01000081.1,3626,4849,A0A0B4G7E3,Metarhizium guizhouense strain ARSEF 977,Eukaryota,Fungi,Ascomycota,0.232,5
KFG82756,A0A0B4G9D2,19689,Carbohydrate-binding protein (Fragment),PropLec7A_PLL,725,619,Metarhizium,JNNZ01000122.1,777640,779569,A0A0B4FXN2,Metarhizium anisopliae strain ARSEF 549,Eukaryota,Fungi,Ascomycota,0.168,5
XP_014545146,A0A0B4GDJ2,19693,Carbohydrate-binding protein (Fragment),PropLec7A_PLL,726,349,Metarhizium,NW_014574712.1,1674365,1675483,E9DZC1,Metarhizium brunneum strain ARSEF 3297,Eukaryota,Fungi,Ascomycota,0.449,6
KID83442,A0A0B4GUR0,19697,Carbohydrate-binding protein,PropLec7A_PLL,727,350,Metarhizium,AZNH01000059.1,4799,5903,A0A0B4HIA3,Metarhizium guizhouense strain ARSEF 977,Eukaryota,Fungi,Ascomycota,0.406,6
KID85752,A0A0B4H175,19698,Fucose-specific lectin,PropLec6A_RSL_AAL,728,303,Metarhizium,AZNH01000027.1,139574,140852,A0A0B4HX09,Metarhizium guizhouense strain ARSEF 977,Eukaryota,Fungi,Ascomycota,0.434,6
KID99300,A0A0B4HIA3,19702,Carbohydrate-binding protein (Fragment),PropLec7A_PLL,729,350,Metarhizium,AZNE01000018.1,316819,317923,A0A0B4HIA3,Metarhizium majus strain ARSEF 297,Eukaryota,Fungi,Ascomycota,0.373,6
KID94626,A0A0B4HX09,19703,Fucose-specific lectin (Fragment),PropLec6A_RSL_AAL,730,304,Metarhizium,AZNE01000108.1,74036,75317,A0A0B4HX09,Metarhizium majus strain ARSEF 297,Eukaryota,Fungi,Ascomycota,0.434,6
KID98647,A0A0B4I185,19701,Carbohydrate-binding protein (Fragment),PropLec7A_PLL,731,349,Metarhizium,AZNE01000022.1,70238,71356,E9DZC1,Metarhizium majus strain ARSEF 297,Eukaryota,Fungi,Ascomycota,0.449,6
KID91479,A0A0B4IBA1,19700,Carbohydrate-binding protein,PropLec7A_PLL,732,349,Metarhizium,AZNH01000003.1,499242,500360,E9DZC1,Metarhizium guizhouense strain ARSEF 977,Eukaryota,Fungi,Ascomycota,0.445,6
,A0A0B4W795,9801,Uncharacterized protein,PropLec7A_PLL,733,348,Clostridium,,0,0,A0A0D1BPT2,Clostridium botulinum Prevot594,Bacteria,None,Firmicutes,0.547,6
,A0A0B4WBW0,9800,Uncharacterized protein,PropLec7A_PLL,734,336,Clostridium,,0,0,A0A2X3CLZ8,Clostridium botulinum Prevot594,Bacteria,None,Firmicutes,0.51,5
WP_043437106,A0A0B5DCI9,39808,Alpha-galactosidase,PropLec7A_PLL,736,703,Streptomyces,NZ_CP009313.1,352136,354247,A0A0B5DCI9,Streptomyces nodosus,Bacteria,None,Actinobacteria,0.428,4
AJE81407,A0A0B5ETH9,36344,Fg-gap repeat protein,PropLec7B_PVL,741,501,Streptomyces,CP010519.1,1396855,1398360,,Streptomyces albus strain ATCC 21838  DSM 41398  FERM P419  JCM 473  NBRC 17858,Bacteria,None,Actinobacteria,0.316,6
AJE87580,A0A0B5F7N3,36345,Glycosyl hydrolase family 32 domain-containing protein,PropLec7A_PLL,743,672,Streptomyces,CP010519.1,8214540,8216558,A0A0B5F7N3,Streptomyces albus strain ATCC 21838  DSM 41398  FERM P419  JCM 473  NBRC 17858,Bacteria,None,Actinobacteria,0.487,7
WP_041898075,A0A0B5QPZ1,9689,Sialidase,PropLec7A_PLL,753,443,Clostridium,NZ_CP010086.2,4148183,4149514,A6LYJ9,Clostridium beijerinckii,Bacteria,None,Firmicutes,0.509,6
,A0A0B7K8H4,6100,Fucose-specific lectin,PropLec6A_RSL_AAL,758,300,Clonostachys,,0,0,A0A0B7K8H4,Bionectria ochroleuca,Eukaryota,Fungi,Ascomycota,0.388,6
,A0A0B7KJ50,6099,Uncharacterized protein,PropLec7A_PLL,759,490,Clonostachys,,0,0,A0A0B7KJ50,Bionectria ochroleuca,Eukaryota,Fungi,Ascomycota,0.342,4
,A0A0C1DCE1,12988,Uncharacterized protein,PropLec6B_tectonin,771,859,Flavobacterium,,0,0,,Flavobacterium sp KMS,Bacteria,None,Bacteroidetes,0.284,7
,A0A0C1X816,49337,Alpha-galactosidase,PropLec7A_PLL,777,708,Streptomyces,,0,0,A0A0C1X816,Streptomyces sp AcH 55,Bacteria,None,Actinobacteria,0.306,4
,A0A0C1YU34,18884,Uncharacterized protein (Fragment),PropLec7A_PLL,781,280,Lyngbya,,0,0,A0A0C1YU34,Lyngbya confervoides BDU141951,Bacteria,None,Cyanobacteria,0.326,2
KIG19528,A0A0C2A7J2,12374,"Endo-1,4-beta-xylanase A",PropLec7B_PVL,782,437,Enhygromyxa,JMCC02000001.1,45108,46421,,Enhygromyxa salina,Bacteria,None,Proteobacteria,0.283,4
,A0A0C2B907,49210,Uncharacterized protein,PropLec6B_tectonin,791,237,Streptomyces,,0,0,A0A0C2B907,Streptomyces sp 15FB,Bacteria,None,Actinobacteria,0.566,6
,A0A0C2BHZ8,49211,Alpha-galactosidase,PropLec7A_PLL,794,729,Streptomyces,,0,0,A0A0C2BHZ8,Streptomyces sp 15FB,Bacteria,None,Actinobacteria,0.374,4
KIM35453,A0A0C2XBX8,14522,Uncharacterized protein,PropLec6B_tectonin,800,177,Hebeloma,KN831820.1,48420,48953,A0A0C2XBX8,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.6,4
KIM35067,A0A0C2Y1V0,14512,Uncharacterized protein,PropLec7B_PVL,801,405,Hebeloma,KN831832.1,1830,3047,A0A0C2Y1V0,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.816,8
,A0A0C2YBQ2,14525,Fucose-specific lectin,PropLec6A_RSL_AAL,802,211,Hebeloma,,0,0,,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.161,2
KIM47177,A0A0C2Z1W1,14516,Uncharacterized protein,PropLec7B_PVL,803,655,Hebeloma,KN831770.1,1479044,1481506,A0A0C2Z1W1,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.691,7
KIM35070,A0A0C3BE51,14518,GMC_oxred_C domain-containing protein,PropLec7B_PVL,805,1021,Hebeloma,KN831832.1,11098,14714,A0A0C3BE51,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.671,6
KIM35465,A0A0C3BF99,14521,Uncharacterized protein,PropLec6B_tectonin,807,233,Hebeloma,KN831820.1,70313,71014,A0A0C3BF99,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.558,6
KIM38815,A0A0C3BQ86,14520,Uncharacterized protein,PropLec6B_tectonin,810,232,Hebeloma,KN831788.1,121356,122054,A0A0C3BQ86,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.541,6
KIM38830,A0A0C3BQ96,14531,Uncharacterized protein,PropLec6B_tectonin,811,232,Hebeloma,KN831788.1,168753,169451,A0A0C3BQ96,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.501,6
KIM35454,A0A0C3BTN5,14515,Uncharacterized protein,PropLec6B_tectonin,812,227,Hebeloma,KN831820.1,50528,51211,A0A0C3BTN5,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.626,6
KIM35464,A0A0C3BTP5,14513,Uncharacterized protein,PropLec6B_tectonin,813,227,Hebeloma,KN831820.1,68444,69127,A0A0C3BTP5,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.566,6
KIM36551,A0A0C3BYL9,14514,Uncharacterized protein,PropLec7A_PLL,815,339,Hebeloma,KN831804.1,172892,173972,A0A0C3BYL9,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.242,7
KIM38814,A0A0C3C3F9,14529,Uncharacterized protein,PropLec6B_tectonin,816,232,Hebeloma,KN831788.1,119500,120198,A0A0C3C3F9,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.639,6
KIM38829,A0A0C3C3H1,14532,Uncharacterized protein,PropLec6B_tectonin,817,210,Hebeloma,KN831788.1,167393,168083,A0A0C3C3H1,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.464,5
KIM38816,A0A0C3C5E2,14528,Uncharacterized protein,PropLec6B_tectonin,818,230,Hebeloma,KN831788.1,123210,123902,A0A0C3C5E2,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.577,6
KIM38831,A0A0C3C5F4,14517,Uncharacterized protein,PropLec6B_tectonin,819,233,Hebeloma,KN831788.1,170583,171284,A0A0C3C5F4,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.567,6
KIM94178,A0A0C3C5M6,27661,Uncharacterized protein (Fragment),PropLec7A_PLL,820,338,Oidiodendron,KN832891.1,484056,485360,A0A0C3C5M6,Oidiodendron maius Zn,Eukaryota,Fungi,Ascomycota,0.427,7
KIM47250,A0A0C3CEP7,14519,Fucose-specific lectin,PropLec6A_RSL_AAL,821,343,Hebeloma,KN831770.1,1642623,1645089,A0A0C3CEP7,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.154,2
KIM47249,A0A0C3CT43,14523,Fucose-specific lectin,PropLec6A_RSL_AAL,822,478,Hebeloma,KN831770.1,1638965,1640920,,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.157,2
KIM47269,A0A0C3CT59,14524,Fucose-specific lectin,PropLec6A_RSL_AAL,823,269,Hebeloma,KN831770.1,1700592,1701611,A0A0C3CT59,Hebeloma cylindrosporum h7,Eukaryota,Fungi,Basidiomycota,0.237,2
KIM94057,A0A0C3CWI3,27658,Uncharacterized protein,PropLec7A_PLL,824,401,Oidiodendron,KN832891.1,150217,151520,A0A0C3CWI3,Oidiodendron maius Zn,Eukaryota,Fungi,Ascomycota,0.34,5
KIN03178,A0A0C3DME1,27660,Uncharacterized protein,PropLec7A_PLL,826,405,Oidiodendron,KN832874.1,1945585,1946802,A0A0C3DME1,Oidiodendron maius Zn,Eukaryota,Fungi,Ascomycota,0.428,4
,A0A0C3GM03,27659,Uncharacterized protein (Fragment),PropLec7B_PVL,827,2195,Oidiodendron,,0,0,,Oidiodendron maius Zn,Eukaryota,Fungi,Ascomycota,0.278,2
,A0A0C3L2X1,53012,Fucose-specific lectin,PropLec6A_RSL_AAL,828,729,Tulasnella,,0,0,A0A0C3L2X1,Tulasnella calospora MUT 4182,Eukaryota,Fungi,Basidiomycota,0.225,3
KIP01264,A0A0C3N9V3,29232,Fucose-specific lectin,PropLec6A_RSL_AAL,831,343,Phlebiopsis,KN840841.1,2363,5481,A0A0C3N9V3,Phlebiopsis gigantea 11611 CR56,Eukaryota,Fungi,Basidiomycota,0.177,4
KIP03864,A0A0C3NGJ6,29229,Fucose-specific lectin,PropLec6A_RSL_AAL,832,838,Phlebiopsis,KN840597.1,37935,41300,A0A0C3NGJ6,Phlebiopsis gigantea 11611 CR56,Eukaryota,Fungi,Basidiomycota,0.211,4
KIP07873,A0A0C3PMK9,29233,Jacalin-type lectin domain-containing protein,PropLec6A_RSL_AAL,834,611,Phlebiopsis,KN840489.1,84372,86745,,Phlebiopsis gigantea 11611 CR56,Eukaryota,Fungi,Basidiomycota,0.374,1
KIP01635,A0A0C3S243,29230,Fucose-specific lectin,PropLec6A_RSL_AAL,835,258,Phlebiopsis,KN840756.1,235,1382,A0A0C3S243,Phlebiopsis gigantea 11611 CR56,Eukaryota,Fungi,Basidiomycota,0.166,4
KIP07607,A0A0C3S8Q3,29231,Fucose-specific lectin,PropLec6A_RSL_AAL,836,776,Phlebiopsis,KN840494.1,106618,109743,A0A0C3S8Q3,Phlebiopsis gigantea 11611 CR56,Eukaryota,Fungi,Basidiomycota,0.151,2
KLU82341,A0A0C4DNM2,19056,Fucose-specific lectin,PropLec6A_RSL_AAL,837,314,Magnaporthiopsis,GL876966.1,4590921,4592138,A0A0C4DNM2,Magnaporthiopsis poae strain ATCC 64411  7315,Eukaryota,Fungi,Ascomycota,0.483,6
KLU83155,A0A0C4DQS4,19057,Fucose-specific lectin,PropLec6A_RSL_AAL,838,565,Magnaporthiopsis,GL876967.1,1063336,1065379,,Magnaporthiopsis poae strain ATCC 64411  7315,Eukaryota,Fungi,Ascomycota,0.144,4
,A0A0C9LNP5,54628,Uncharacterized protein,PropLec7C_BPL_CVL,852,444,None,,0,0,,fungal sp No11243,Eukaryota,Fungi,None,0.296,5
,A0A0C9LZC3,54627,Uncharacterized protein,PropLec7C_BPL_CVL,860,408,None,,0,0,,fungal sp No11243,Eukaryota,Fungi,None,0.236,5
KIJ33613,A0A0C9TTH7,34892,"Unplaced genomic scaffold SPHSTscaffold_135, whole genome shotgun sequence (Fragment)",PropLec7A_PLL,865,196,Sphaerobolus,KN837210.1,152037,152804,A0A0C9TTH7,Sphaerobolus stellatus strain SS14,Eukaryota,Fungi,Basidiomycota,0.385,2
KIJ46173,A0A0C9UTJ8,34890,"Unplaced genomic scaffold SPHSTscaffold_33, whole genome shotgun sequence",PropLec7A_PLL,869,335,Sphaerobolus,KN837108.1,235995,237059,A0A0C9UTJ8,Sphaerobolus stellatus strain SS14,Eukaryota,Fungi,Basidiomycota,0.25,3
KIJ42699,A0A0C9V6U2,34886,"Unplaced genomic scaffold SPHSTscaffold_53, whole genome shotgun sequence",PropLec7A_PLL,872,330,Sphaerobolus,KN837128.1,364742,365796,A0A0C9V6U2,Sphaerobolus stellatus strain SS14,Eukaryota,Fungi,Basidiomycota,0.037,3
KIJ37867,A0A0C9V8N1,34885,"Unplaced genomic scaffold SPHSTscaffold_90, whole genome shotgun sequence",PropLec7A_PLL,873,383,Sphaerobolus,KN837165.1,128194,129409,A0A0C9V8N1,Sphaerobolus stellatus strain SS14,Eukaryota,Fungi,Basidiomycota,0.263,3
KIJ46696,A0A0C9VHG8,34898,Fucose-specific lectin,PropLec6A_RSL_AAL,875,665,Sphaerobolus,KN837106.1,733199,735667,A0A0C9VHG8,Sphaerobolus stellatus strain SS14,Eukaryota,Fungi,Basidiomycota,0.256,5
KIJ57970,A0A0C9VKD5,15078,Fucose-specific lectin,PropLec6A_RSL_AAL,877,163,Hydnomerulius,KN840032.1,1114,1699,,Hydnomerulius pinastri MD312,Eukaryota,Fungi,Basidiomycota,0.368,1
KIJ43127,A0A0C9VMM5,34896,Fucose-specific lectin,PropLec6A_RSL_AAL,878,236,Sphaerobolus,KN837125.1,415775,416717,A0A0C9VMM5,Sphaerobolus stellatus strain SS14,Eukaryota,Fungi,Basidiomycota,0.191,5
KIJ39831,A0A0C9VPP9,34883,Fucose-specific lectin,PropLec6A_RSL_AAL,880,270,Sphaerobolus,KN837149.1,504767,505732,A0A0C9VPP9,Sphaerobolus stellatus strain SS14,Eukaryota,Fungi,Basidiomycota,0.326,5
KIJ46724,A0A0C9VUS0,34895,"Unplaced genomic scaffold SPHSTscaffold_31, whole genome shotgun sequence",PropLec7A_PLL,882,313,Sphaerobolus,KN837106.1,872007,872999,A0A0C9VUS0,Sphaerobolus stellatus strain SS14,Eukaryota,Fungi,Basidiomycota,0.246,3
KIJ57972,A0A0C9W6T6,15081,Fucose-specific lectin,PropLec6A_RSL_AAL,885,159,Hydnomerulius,KN840032.1,8369,8936,A0A0C9W6T6,Hydnomerulius pinastri MD312,Eukaryota,Fungi,Basidiomycota,0.359,1
KIJ96935,A0A0C9WWG3,17434,"Unplaced genomic scaffold K443scaffold_171, whole genome shotgun sequence",PropLec7B_PVL,886,638,Laccaria,KN838706.1,29559,31643,A0A0C9WWG3,Laccaria amethystina LaAM81,Eukaryota,Fungi,Basidiomycota,0.487,6
KIJ90107,A0A0C9X0L2,17438,"Unplaced genomic scaffold K443scaffold_750, whole genome shotgun sequence",PropLec6B_tectonin,887,121,Laccaria,KN839285.1,5731,6096,A0A0C9X0L2,Laccaria amethystina LaAM81,Eukaryota,Fungi,Basidiomycota,0.551,3
KIJ94903,A0A0C9X0U4,17431,"Unplaced genomic scaffold K443scaffold_240, whole genome shotgun sequence",PropLec6B_tectonin,888,227,Laccaria,KN838775.1,58317,59000,A0A0C9X0U4,Laccaria amethystina LaAM81,Eukaryota,Fungi,Basidiomycota,0.635,6
KIJ92371,A0A0C9X3Y0,17435,"Unplaced genomic scaffold K443scaffold_380, whole genome shotgun sequence (Fragment)",PropLec7B_PVL,890,315,Laccaria,KN838915.1,9084,10031,A0A0C9X3Y0,Laccaria amethystina LaAM81,Eukaryota,Fungi,Basidiomycota,0.643,6
KIJ94531,A0A0C9XA51,17436,"Unplaced genomic scaffold K443scaffold_254, whole genome shotgun sequence",PropLec6B_tectonin,895,225,Laccaria,KN838789.1,55625,56302,A0A0C9XA51,Laccaria amethystina LaAM81,Eukaryota,Fungi,Basidiomycota,0.634,6
KIJ93857,A0A0C9XC92,17437,"Unplaced genomic scaffold K443scaffold_285, whole genome shotgun sequence",PropLec7B_PVL,896,396,Laccaria,KN838820.1,614,2899,A0A0C9XC92,Laccaria amethystina LaAM81,Eukaryota,Fungi,Basidiomycota,0.478,6
KIK03462,A0A0C9Y0H1,17430,"Unplaced genomic scaffold K443scaffold_45, whole genome shotgun sequence",PropLec7B_PVL,899,491,Laccaria,KN838580.1,195576,197359,A0A0C9Y0H1,Laccaria amethystina LaAM81,Eukaryota,Fungi,Basidiomycota,0.711,7
KIK43049,A0A0D0AZ79,52027,Fucose-specific lectin (Fragment),PropLec6A_RSL_AAL,903,145,Suillus,KN835222.1,8198,8692,A0A0D0AZ79,Suillus luteus UHSluLm8n1,Eukaryota,Fungi,Basidiomycota,0.243,2
KIK44059,A0A0D0B219,52031,Fucose-specific lectin,PropLec6A_RSL_AAL,904,167,Suillus,KN835198.1,20150,20705,A0A0D0B219,Suillus luteus UHSluLm8n1,Eukaryota,Fungi,Basidiomycota,0.2,3
KIK43047,A0A0D0B9Q4,52028,Fucose-specific lectin,PropLec6A_RSL_AAL,906,203,Suillus,KN835222.1,5194,5867,A0A0D0B9Q4,Suillus luteus UHSluLm8n1,Eukaryota,Fungi,Basidiomycota,0.25,3
KIK93906,A0A0D0DW18,28865,"Unplaced genomic scaffold scaffold_323, whole genome shotgun sequence",PropLec6B_tectonin,908,225,Paxillus,KN825145.1,14046,14723,A0A0D0DW18,Paxillus rubicundulus Ve82h1,Eukaryota,Fungi,Basidiomycota,0.584,6
,A0A0D0HBS5,6663,"KY49.ctg7180000000020_quiver, whole genome shotgun sequence",PropLec7C_BPL_CVL,909,450,Burkholderia,,0,0,,Burkholderia sp MSHR3999,Bacteria,None,Proteobacteria,0.644,7
KIQ66454,A0A0D0PVB4,15962,Uncharacterized protein,PropLec7A_PLL,917,519,Kitasatospora,JXZB01000001.1,574102,575661,A0A0D0PVB4,Kitasatospora griseola,Bacteria,None,Actinobacteria,0.397,7
KIR66352,A0A0D0V643,21774,Uncharacterized protein,PropLec7A_PLL,928,313,Micromonospora,JXSX01000001.1,3551399,3552340,A0A0D0V643,Micromonospora haikouensis,Bacteria,None,Actinobacteria,0.242,5
KIR64846,A0A0D0X105,21757,Uncharacterized protein,PropLec7B_PVL,937,372,Micromonospora,JXSX01000001.1,970917,972035,A0A1S8Y0X8,Micromonospora haikouensis,Bacteria,None,Actinobacteria,0.161,2
,A0A0D1BPT2,9778,Carbohydrate-binding protein,PropLec7A_PLL,953,348,Clostridium,,0,0,A0A0D1BPT2,Clostridium botulinum B2 45,Bacteria,None,Firmicutes,0.609,6
,A0A0D1BY60,9779,Carbohydrate-binding protein,PropLec7A_PLL,954,336,Clostridium,,0,0,A0A2X3CLZ8,Clostridium botulinum B2 45,Bacteria,None,Firmicutes,0.495,5
XP_013270197,A0A0D2IIF0,31810,"Rhinocladiella mackenziei CBS 650.93 unplaced genomic scaffold supercont1.5, whole genome shotgun sequence",PropLec7A_PLL,955,512,Rhinocladiella,NW_013550600.1,380519,382057,A0A0D2IIF0,Rhinocladiella mackenziei CBS 6593,Eukaryota,Fungi,Ascomycota,0.285,5
XP_016633104,A0A0D2IPX5,13030,Uncharacterized protein,PropLec7A_PLL,956,512,Fonsecaea,NW_015971643.1,793679,795217,A0A0D2IPX5,Fonsecaea multimorphosa CBS 12226,Eukaryota,Fungi,Ascomycota,0.337,4
WP_044348019,A0A0D2JXR0,11804,Uncharacterized protein,PropLec6B_tectonin,957,254,Dethiosulfatarculus,NZ_AZAC01000011.1,99332,100096,A0A0D2JXR0,Dethiosulfatarculus sandiegensis,Bacteria,None,Proteobacteria,0.278,3
XP_016638075,A0A0D2KCV9,13031,Fucose-specific lectin,PropLec6A_RSL_AAL,958,167,Fonsecaea,NW_015971635.1,1735259,1735868,A0A0D2KCV9,Fonsecaea multimorphosa CBS 12226,Eukaryota,Fungi,Ascomycota,0.147,3
KJA13609,A0A0D2N2Z2,15268,Fucose-specific lectin,PropLec6A_RSL_AAL,960,163,Hypholoma,KN817727.1,31369,31926,,Hypholoma sublateritium strain FD334 SS4,Eukaryota,Fungi,Basidiomycota,0.181,3
KJA19519,A0A0D2NKV8,15269,Uncharacterized protein,PropLec7B_PVL,961,258,Hypholoma,KN817577.1,187334,188157,A0A0D2NKV8,Hypholoma sublateritium strain FD334 SS4,Eukaryota,Fungi,Basidiomycota,0.616,5
XP_018244366,A0A0D2XSX3,13191,Uncharacterized protein,PropLec7A_PLL,967,508,Fusarium,NC_030991.1,700785,702367,A0A0D2XSX3,Fusarium oxysporum f sp lycopersici strain 4287  CBS 123668  FGSC 9935  NRRL 34936,Eukaryota,Fungi,Ascomycota,0.238,4
WP_046930097,A0A0D4E236,39354,Ricin B-type lectin domain-containing protein,PropLec7B_PVL,968,615,Streptomyces,NZ_CP007699.2,8980094,8981941,A0A0D4E236,Streptomyces lydicus,Bacteria,None,Actinobacteria,0.61,7
,A0A0D5LM00,6653,Uncharacterized protein,PropLec7C_BPL_CVL,969,357,Burkholderia,,0,0,,Burkholderia sp 22721687,Bacteria,None,Proteobacteria,0.709,7
,A0A0D6KSH9,52736,FG-GAP repeat protein,PropLec7B_PVL,970,1283,Tolypothrix,,0,0,A0A0D6KSH9,Tolypothrix sp PCC 761,Bacteria,None,Cyanobacteria,0.384,7
,A0A0D6KXK0,52735,SCP-like extracellular protein,PropLec6A_RSL_AAL,971,420,Tolypothrix,,0,0,A0A0D6KXK0,Tolypothrix sp PCC 761,Bacteria,None,Cyanobacteria,0.23,6
,A0A0D6KXK0,52735,SCP-like extracellular protein,PropLec7A_PLL,972,420,Tolypothrix,,0,0,A0A0D6KXK0,Tolypothrix sp PCC 761,Bacteria,None,Cyanobacteria,0.492,5
